,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
22314,768,52281,131,b'GALAXY',b'',0.05041878,97.67239,20.04557,88.53455,159.0689,43.51359,69.34371,53.34499,-1.60063,-2.584057
22315,769,54530,135,b'GALAXY',b'',0.118643,559.7324,114.5544,19.79604,195.8132,12.0716,68.15434,48.44478,-32.14002,-11.45661
22316,769,54530,492,b'GALAXY',b'STARFORMING',0.1357865,476.307,91.14874,46.91751,511.6644,30.58308,73.73096,62.7785,-19.41949,-19.62163
22317,770,52282,202,b'GALAXY',b'AGN BROADLINE',0.07519504,104.4015,25.24,45.99717,218.3,41.91244,45.99646,31.39069,-7.283198,-11.30663
22318,770,52282,505,b'GALAXY',b'',0.1149667,189.025,38.00383,10.40157,61.95871,8.890866,24.98812,19.89528,-17.05298,-4.148984
22319,772,52375,379,b'GALAXY',b'STARBURST',0.1161394,420.8966,94.21843,14.28288,226.3312,10.26642,54.11496,50.42403,-43.23036,-23.73527
22320,773,52376,97,b'GALAXY',b'STARBURST',0.1174349,718.9522,174.1017,87.57818,246.5464,18.26621,111.801,77.69883,-47.50869,-16.30204
22321,774,52286,100,b'GALAXY',b'STARFORMING',0.04510247,342.4246,71.7698,104.9868,210.7437,32.56525,146.9517,107.3929,-9.625297,-5.930987
22322,775,52295,110,b'GALAXY',b'STARBURST',0.07332974,285.5107,76.92152,56.90954,75.51054,8.637935,56.63393,39.77588,-46.89733,-12.00108
22323,775,52295,164,b'GALAXY',b'STARBURST',0.09486736,461.5743,137.0782,261.1742,69.78334,20.90118,78.83044,97.32027,-63.04058,-10.12367
22324,775,52295,529,b'GALAXY',b'STARFORMING',0.01115635,1201.262,195.0314,135.3073,433.4012,59.86374,262.5688,208.185,-34.5588,-12.32798
22325,776,52319,208,b'GALAXY',b'AGN',0.1110951,425.9811,80.81985,380.7987,258.2486,17.44625,70.98541,65.87286,-38.75157,-22.73129
22326,776,52319,349,b'GALAXY',b'STARBURST',0.1279673,247.4854,56.21088,18.79808,83.05634,8.759771,41.42794,31.65719,-37.66834,-12.84838
22327,1037,52826,604,b'GALAXY',b'STARFORMING',0.05916635,98.11127,23.67418,58.80012,5.608773,7.447162,17.69369,12.44529,-40.31613,-3.209199
22328,1038,52673,58,b'GALAXY',b'STARFORMING',0.08802476,240.5789,65.61063,19.01701,79.20331,8.759848,50.69336,34.12564,-27.16168,-8.728986
22329,1038,52673,611,b'GALAXY',b'STARFORMING',0.06401724,423.0457,108.8839,18.15787,130.1563,10.22382,62.61313,46.03334,-36.95978,-11.39789
22330,1039,52707,21,b'GALAXY',b'STARBURST',0.0327744,826.3522,241.6933,613.1401,74.23295,21.714,108.3458,78.59813,-93.36514,-8.591662
22331,1039,52707,65,b'GALAXY',b'STARBURST',0.007945163,2308.703,734.4571,2538.47,125.5243,39.10746,207.3566,145.487,-340.3268,-19.39615
22332,1041,52724,275,b'GALAXY',b'STARFORMING',0.03250787,296.6411,98.90501,112.8214,53.94297,11.57582,63.35871,45.85479,-34.84598,-6.231436
22333,1042,52725,510,b'GALAXY',b'STARFORMING',0.06463562,260.4009,48.52598,20.23197,90.47129,10.09193,55.25783,37.15395,-29.17094,-9.998551
22334,1043,52465,274,b'GALAXY',b'STARBURST',0.06892408,1397.443,211.1272,89.56285,665.2897,37.87145,180.1518,132.5713,-37.25493,-17.10558
22335,1043,52465,308,b'GALAXY',b'STARBURST',0.005938615,6235.175,1919.611,9015.911,190.8765,75.95568,408.0643,287.1563,-306.367,-9.8012
22336,1044,52468,333,b'GALAXY',b'STARBURST',0.06845997,473.9943,119.5881,26.4055,185.0144,11.6356,73.3056,53.18458,-38.32348,-14.84078
22337,1044,52468,406,b'GALAXY',b'STARFORMING',0.0832427,369.1732,65.24913,103.5683,211.3979,18.26725,91.41537,55.82066,-23.21265,-13.41871
22338,1045,52725,453,b'GALAXY',b'STARFORMING',0.07611836,714.4144,149.8628,41.98998,326.4427,22.83258,92.73316,75.07081,-30.32423,-13.74743
22339,1046,52460,194,b'GALAXY',b'STARBURST',0.007894062,1867.725,513.9272,378.1072,442.786,30.95834,308.5522,211.3865,-188.3786,-45.1226
22340,1046,52460,301,b'GALAXY',b'STARBURST',0.06290237,611.1315,136.9,64.49165,191.4812,18.90103,120.1302,84.23016,-47.43817,-14.72529
22341,1046,52460,508,b'GALAXY',b'STARBURST',0.1263682,1100.537,228.4476,43.78055,454.6286,22.59687,152.7086,122.5222,-55.81107,-23.1699
22342,1047,52733,59,b'GALAXY',b'STARFORMING',0.09097706,299.3548,73.14577,25.6552,109.2879,12.29883,40.75967,31.70593,-24.73033,-8.965284
22343,1047,52733,224,b'GALAXY',b'STARFORMING',0.03654651,421.5098,121.8825,55.50084,132.4572,14.63059,87.34324,64.06705,-27.94525,-8.580295
22344,1047,52733,369,b'GALAXY',b'STARBURST',0.1300636,1152.473,350.0897,817.4473,158.5595,31.16769,152.093,106.9033,-288.319,-41.11377
22345,1048,52736,371,b'GALAXY',b'STARBURST',0.07569423,782.0751,168.9989,34.7617,288.1477,20.14132,126.0688,96.96684,-66.08667,-24.40377
22346,1050,52721,128,b'GALAXY',b'STARFORMING',0.1366068,274.6557,54.78156,82.96832,160.3403,13.07823,43.58544,39.44373,-33.39746,-19.52602
22347,1050,52721,274,b'GALAXY',b'STARBURST',0.04812129,4671.828,1379.386,6926.117,223.5123,62.29047,262.9006,206.8372,-558.7239,-27.60075
22348,1051,52468,477,b'GALAXY',b'STARBURST',0.06671729,482.825,119.3365,55.48586,142.4237,17.77625,96.79408,64.69523,-49.09148,-14.14327
22349,1053,52468,66,b'GALAXY',b'STARBURST',0.1224107,650.424,173.425,188.8804,142.0622,25.98275,123.0799,88.07824,-62.97609,-13.04785
22350,1053,52468,316,b'GALAXY',b'STARBURST',0.03337703,757.1475,178.2979,133.754,191.4244,23.8117,152.4862,111.8996,-59.52431,-14.98256
22351,1053,52468,635,b'GALAXY',b'STARFORMING',0.07556979,373.6881,95.21481,17.00362,134.4682,10.76949,56.76959,40.80454,-23.89001,-8.887959
22352,1054,52516,157,b'GALAXY',b'STARFORMING',0.03008606,265.8303,80.71645,53.2928,81.3553,10.50822,52.94967,33.92827,-26.3202,-8.055923
22353,1054,52516,173,b'GALAXY',b'AGN',0.07652393,526.02,106.3143,399.7297,364.8855,30.9566,120.6585,94.98707,-21.59987,-14.21498
22354,1054,52516,271,b'GALAXY',b'STARFORMING',0.06245316,308.6863,56.95907,24.80209,150.2702,7.798923,45.94072,38.59616,-25.11518,-12.04656
22355,1055,52761,200,b'GALAXY',b'STARFORMING',0.0749511,271.2805,73.45547,24.01159,77.35406,9.052083,54.93633,34.0887,-40.71943,-10.98751
22356,1055,52761,491,b'GALAXY',b'STARBURST',0.09673216,513.2344,129.1678,73.31494,155.0424,9.059292,78.59544,54.98355,-70.29608,-21.21663
22357,1056,52764,399,b'GALAXY',b'STARFORMING',0.1358164,477.7835,89.01975,31.09564,194.0822,20.2561,87.02229,54.49459,-39.5866,-15.97083
22358,1057,52522,98,b'GALAXY',b'AGN',0.1224687,966.7701,251.0427,2964.209,773.0156,172.3503,233.3641,244.9121,-67.73417,-51.85095
22359,1057,52522,537,b'GALAXY',b'STARFORMING',0.1360116,202.4527,46.40194,26.60647,106.5274,14.22499,40.98549,24.46637,-13.88458,-7.38017
22360,1061,52641,394,b'GALAXY',b'STARFORMING',0.06000026,195.836,47.30947,24.06555,82.99535,11.71515,42.53906,32.21454,-12.75934,-5.2651
22361,1062,52619,176,b'GALAXY',b'STARBURST',0.1091157,356.5473,96.97719,79.92129,79.15613,8.125982,51.33284,36.80273,-61.99567,-12.11459
22362,1063,52591,231,b'GALAXY',b'STARBURST',0.08598425,155.6013,40.31641,38.38939,32.82589,8.316675,32.19629,21.61795,-36.60415,-8.117768
22363,1066,52589,347,b'GALAXY',b'STARBURST',0.03010642,840.8672,290.481,1352.049,27.41703,12.44872,54.70239,40.99352,-165.9227,-5.559106
22364,1067,52616,19,b'GALAXY',b'STARBURST',0.1704902,400.7115,96.63571,84.80835,123.2289,12.39339,57.87818,38.64249,-92.23349,-39.03808
22365,1074,52937,57,b'GALAXY',b'STARBURST',0.05194485,211.3451,67.00456,116.5722,25.32615,6.361265,40.36401,28.33819,-50.71706,-6.170889
22366,1074,52937,79,b'GALAXY',b'STARFORMING',0.06847572,93.28614,28.41692,34.41805,18.01074,6.09368,23.04556,15.67435,-20.54704,-3.055394
22367,1074,52937,186,b'GALAXY',b'STARBURST',0.06491473,1924.363,568.9257,1786.146,177.14,36.91612,218.2796,159.4678,-177.514,-19.20178
22368,1074,52937,238,b'GALAXY',b'STARFORMING',0.1114473,126.0217,36.40423,16.38151,66.73276,7.801699,28.15105,18.73978,-21.42484,-11.14749
22369,1075,52933,118,b'GALAXY',b'STARBURST',0.1357326,262.2515,79.92725,93.78643,46.57642,7.061848,42.86327,30.07152,-97.84756,-30.97545
22370,1077,52644,231,b'GALAXY',b'STARBURST',0.1251469,366.8682,113.2068,350.0113,35.81881,8.284164,47.44948,47.98658,-139.1239,-16.12921
22371,1078,52643,180,b'GALAXY',b'STARBURST',0.2805332,441.229,140.6931,564.5581,39.17189,11.07009,35.9981,29.5188,-266.063,-12.52269
22372,1078,52643,564,b'GALAXY',b'STARFORMING',0.04308465,182.6078,55.43324,97.33426,23.58652,9.088962,34.96127,27.38093,-32.15099,-4.925402
22373,1079,52621,521,b'GALAXY',b'STARBURST',0.2185238,328.611,93.94494,208.4155,35.12941,13.04189,47.92715,33.05091,-149.8881,-15.44297
22374,1081,52531,219,b'GALAXY',b'STARBURST',0.089385,280.2286,81.93189,204.1154,25.9551,8.693992,40.03886,27.91881,-93.5213,-8.416075
22375,1082,52523,120,b'GALAXY',b'STARBURST',0.1597319,315.2154,93.94003,59.97512,100.5178,9.704272,55.05453,41.78972,-62.6548,-20.10381
22376,1084,52591,242,b'GALAXY',b'STARBURST',0.04374374,452.9589,117.6905,252.4089,66.37923,11.42957,67.45382,46.82912,-70.56931,-10.10102
22377,1085,52531,99,b'GALAXY',b'STARBURST',0.1490541,559.1061,109.8041,46.03714,242.5399,26.71389,95.07143,67.22443,-54.39828,-22.27129
22378,1085,52531,143,b'GALAXY',b'STARBURST',0.1123343,171.8076,49.60101,56.98795,30.93724,6.095953,32.79843,22.18648,-50.26733,-9.427206
22379,1086,52525,94,b'GALAXY',b'STARBURST',0.03417144,315.3846,99.98526,318.7391,22.35488,5.250226,42.89881,28.97099,-124.3118,-9.904849
22380,1086,52525,339,b'GALAXY',b'STARBURST',0.1535126,206.019,59.96949,84.60286,37.02805,9.000971,42.92664,34.57966,-54.16514,-11.03383
22381,1088,52929,456,b'GALAXY',b'STARBURST',0.1116583,252.7146,76.75977,94.74807,58.01909,9.632765,45.01875,35.70984,-51.42484,-10.56885
22382,1089,52913,177,b'GALAXY',b'STARFORMING',0.2259867,101.0507,21.20786,9.679152,35.0204,12.94981,15.87237,12.66978,-27.95079,-9.561429
22383,1090,52903,40,b'GALAXY',b'STARBURST',0.08231667,244.2547,60.78338,79.21191,49.30445,13.58259,57.96811,40.95334,-39.95415,-8.048002
22384,1090,52903,491,b'GALAXY',b'STARBURST',0.06248272,251.7933,80.90986,132.5209,40.70002,9.141545,44.89597,27.31034,-51.38693,-8.155964
22385,1095,52521,462,b'GALAXY',b'STARBURST',0.1175792,362.831,79.21251,21.96387,139.016,7.719094,51.92065,43.32681,-55.85596,-19.34806
22386,1096,52974,301,b'GALAXY',b'STARFORMING',0.07103014,152.9398,48.47121,89.69107,15.93632,5.276141,26.28646,18.92236,-36.70901,-3.768498
22387,1096,52974,444,b'GALAXY',b'',0.1141226,561.6418,129.6198,99.10476,240.0459,19.61754,94.03184,74.14874,-50.5168,-24.39307
22388,1105,52937,104,b'GALAXY',b'STARFORMING',0.09434853,221.1012,50.82018,50.88008,155.4697,27.70451,96.02326,73.39059,-9.358893,-6.426777
22389,1105,52937,348,b'GALAXY',b'STARBURST',0.08482125,539.9858,158.0393,124.4812,134.2396,14.03044,101.1359,70.24068,-55.49179,-14.16391
22390,1105,52937,377,b'GALAXY',b'STARBURST',0.03031329,665.4644,172.0147,90.05991,174.6152,16.41372,126.9708,86.49506,-50.98962,-13.42205
22391,1156,52641,186,b'GALAXY',b'STARBURST',0.1363293,271.6262,71.59669,40.40097,90.32273,8.862285,49.62127,29.41778,-38.69384,-12.36839
22392,1156,52641,432,b'GALAXY',b'STARBURST',0.06640765,112.7939,35.59955,47.75253,20.48471,7.227,24.4037,15.856,-27.99568,-5.10766
22393,1156,52641,441,b'GALAXY',b'STARFORMING',0.02299035,249.8409,81.99888,134.6316,21.8006,11.0472,45.01728,30.08206,-28.09966,-2.499371
22394,1156,52641,471,b'GALAXY',b'STARFORMING',0.08642058,223.1126,40.38894,20.70802,103.5579,7.875818,45.99573,36.00413,-22.07258,-10.41061
22395,1156,52641,611,b'GALAXY',b'STARBURST',0.1292535,336.4032,89.48776,75.66424,90.05206,14.12368,73.1649,49.77254,-39.96236,-10.22562
22396,1157,52643,69,b'GALAXY',b'STARFORMING',0.06700461,139.3439,30.62288,27.24726,31.07561,5.566055,31.71618,20.06432,-30.58999,-6.38861
22397,1158,52668,373,b'GALAXY',b'STARFORMING',0.09454519,943.7713,198.8224,72.68803,430.2114,26.48656,159.2369,122.1612,-38.64925,-17.54235
22398,1161,52703,573,b'GALAXY',b'STARFORMING',0.03033104,576.7261,169.4111,226.7888,108.9125,25.69162,120.3532,83.03876,-37.52904,-6.837322
22399,1162,52668,506,b'GALAXY',b'STARBURST',0.1175009,564.8998,142.0922,39.17576,206.1357,13.83264,88.44579,61.28693,-52.03191,-17.63126
22400,1163,52669,274,b'GALAXY',b'STARFORMING',0.02952701,1389.334,302.4862,55.54875,684.8491,31.62642,190.4061,155.3417,-27.85856,-13.63138
22401,1164,52674,446,b'GALAXY',b'STARBURST',0.0330806,1048.783,297.5765,181.2008,262.2925,21.00566,172.0223,130.5866,-66.01265,-16.00341
22402,1164,52674,466,b'GALAXY',b'STARFORMING',0.07470161,257.4152,50.5305,18.38436,99.76961,8.482501,50.45932,37.76935,-37.0015,-14.65529
22403,1165,52703,42,b'GALAXY',b'STARBURST',0.117498,491.8279,114.8099,33.07269,170.0152,14.51518,76.48346,49.88525,-46.40856,-14.64857
22404,1166,52751,466,b'GALAXY',b'STARFORMING',0.05615914,136.444,38.64939,53.3168,26.70007,8.562979,31.81849,21.28043,-32.31797,-7.177142
22405,1167,52738,447,b'GALAXY',b'STARBURST',0.03794215,3255.253,850.8707,328.2911,1261.15,96.54842,565.68,419.3785,-58.76233,-23.06861
22406,1167,52738,522,b'GALAXY',b'STARFORMING',0.06882358,324.66,81.67423,36.69887,97.89894,9.507644,60.9157,40.86185,-30.70182,-9.005141
22407,1167,52738,537,b'GALAXY',b'AGN',0.06858101,725.9785,202.692,741.6388,784.5904,70.08596,287.3502,233.6282,-38.39372,-40.92314
22408,1168,52731,74,b'GALAXY',b'STARFORMING',0.0641479,512.582,121.3587,64.02023,140.1537,19.26348,110.2558,78.75177,-32.38092,-8.663513
22409,1168,52731,473,b'GALAXY',b'STARBURST',0.009062909,381.0538,123.1652,403.5639,14.9284,8.809928,38.77227,28.8544,-45.99811,-1.915368
22410,1168,52731,494,b'GALAXY',b'STARFORMING',0.0600326,145.6416,28.0569,12.07882,53.39407,7.760299,31.02365,26.74107,-23.0117,-8.270403
22411,1169,52753,61,b'GALAXY',b'STARFORMING',0.01955616,487.1345,150.6303,205.9644,89.22217,11.83621,101.9826,71.56836,-33.55888,-6.077717
22412,1169,52753,313,b'GALAXY',b'STARFORMING',0.07101926,175.9097,43.39935,56.3563,33.87138,7.852673,40.37141,26.30552,-31.17971,-6.116801
22413,1170,52756,298,b'GALAXY',b'STARFORMING',0.07246368,347.1656,103.5325,121.964,53.19047,14.90933,77.8578,51.5177,-42.45809,-6.505647
22414,1170,52756,418,b'GALAXY',b'STARFORMING',0.06105663,185.172,54.745,19.354,55.76708,7.759744,41.87467,30.07781,-26.02436,-7.209231
22415,1171,52753,13,b'GALAXY',b'STARBURST',0.02942583,1276.11,351.7734,1344.142,96.09434,29.68848,128.8956,92.60218,-139.6704,-10.77353
22416,1171,52753,141,b'GALAXY',b'STARBURST',0.07149412,458.3776,116.5123,138.9455,110.0298,14.47627,94.33569,62.20918,-46.51812,-11.0596
22417,1172,52759,369,b'GALAXY',b'STARFORMING',0.1063662,305.6038,45.61473,64.81122,244.9652,24.35439,67.55695,41.52578,-11.62769,-8.870737
22418,1173,52790,469,b'GALAXY',b'STARFORMING',0.02962706,229.5046,63.70556,112.9957,36.17522,8.506414,50.07321,31.70216,-30.14652,-4.671045
22419,1174,52782,269,b'GALAXY',b'STARBURST',0.07704656,401.4491,121.9101,82.82336,108.0954,11.70393,88.50927,67.27494,-38.78396,-10.05885
22420,1175,52791,72,b'GALAXY',b'STARFORMING',0.0836473,245.7671,71.45313,47.10189,68.76028,12.43673,56.80833,37.78464,-38.9771,-10.43379
22421,1176,52791,250,b'GALAXY',b'STARFORMING',0.06216492,365.9351,107.3371,66.30957,102.4229,9.145896,72.95463,51.92904,-38.75521,-10.63236
22422,1178,52825,330,b'GALAXY',b'STARFORMING',0.05251205,484.0496,117.5428,62.73153,125.6864,9.519447,77.87319,55.5505,-43.99314,-11.08044
22423,1184,52641,24,b'GALAXY',b'STARFORMING',0.07210264,453.5094,84.73486,25.63967,150.1672,14.30212,68.91498,48.22285,-28.57518,-9.329331
22424,1184,52641,455,b'GALAXY',b'STARBURST',0.0944494,349.4958,88.4416,36.3996,116.2923,12.88709,62.7847,47.53716,-39.21028,-13.24871
22425,1185,52642,602,b'GALAXY',b'STARFORMING',0.06176319,540.575,145.3551,149.3938,130.9185,22.40118,114.8445,77.13585,-33.13558,-7.900344
22426,1186,52646,530,b'GALAXY',b'STARBURST',0.110751,639.3217,170.8932,71.23541,234.3017,16.36698,115.1622,82.84318,-59.33144,-23.77304
22427,1189,52668,450,b'GALAXY',b'STARFORMING',0.06533781,373.4887,88.79025,41.36414,214.9071,28.15378,103.5007,69.01546,-7.496299,-4.20419
22428,1190,52670,402,b'GALAXY',b'STARFORMING',0.04415518,513.6724,144.2036,262.6275,75.72372,20.35909,94.16039,63.28194,-23.69003,-3.545753
22429,1191,52674,354,b'GALAXY',b'STARBURST',0.1284138,1120.24,305.3304,265.6703,282.8871,43.21921,196.2251,115.7265,-75.70351,-19.23656
22430,1191,52674,552,b'GALAXY',b'STARBURST',0.07813856,551.0277,132.7048,70.24783,178.4409,21.59233,107.8306,68.56548,-42.28019,-13.63836
22431,1192,52649,555,b'GALAXY',b'AGN',0.05812182,113.2739,45.98849,72.6822,203.7191,37.87112,63.33726,48.54164,-2.392,-3.766027
22432,1193,52652,206,b'GALAXY',b'STARFORMING',0.07458395,293.0136,84.12174,39.26939,84.70187,9.138784,61.69842,41.64649,-30.62057,-8.524447
22433,1193,52652,372,b'GALAXY',b'STARBURST',0.08389331,492.7916,127.2611,52.96313,163.2737,14.45923,80.9506,55.95267,-43.99619,-14.36359
22434,1193,52652,625,b'GALAXY',b'STARFORMING',0.1365469,225.3408,43.12749,43.0914,117.8029,10.06019,34.29552,24.36775,-24.44578,-12.5368
22435,1197,52668,596,b'GALAXY',b'STARBURST',0.06125546,835.298,229.6472,228.7452,193.6708,28.72732,154.0422,113.6014,-60.74631,-14.24655
22436,1198,52669,140,b'GALAXY',b'STARFORMING',0.09188389,359.3342,87.255,17.18839,143.4227,10.93114,55.11792,44.84426,-42.76594,-17.13964
22437,1198,52669,420,b'GALAXY',b'STARFORMING',0.07890517,131.5501,38.17792,25.29365,32.14198,7.865777,33.45847,23.0283,-26.1031,-6.369678
22438,1200,52668,333,b'GALAXY',b'STARBURST',0.0671836,457.7131,126.3957,236.445,79.59771,19.63056,81.11429,57.19809,-53.54667,-9.714042
22439,1200,52668,375,b'GALAXY',b'STARFORMING',0.03882587,254.698,48.1715,15.67274,92.89998,8.762428,52.78545,39.54986,-20.04004,-7.442763
22440,1201,52674,134,b'GALAXY',b'STARFORMING',0.07340233,172.642,48.36228,42.27074,78.06625,11.29832,51.45256,35.88365,-9.671105,-4.352298
22441,1201,52674,289,b'GALAXY',b'STARFORMING',0.0285089,173.4536,46.69794,82.60905,18.78728,6.99263,32.91249,25.14194,-41.97787,-4.953427
22442,1202,52672,198,b'GALAXY',b'STARFORMING',0.1693553,618.6686,132.3988,361.9049,330.1398,22.8059,65.26847,66.88078,-51.67554,-27.49656
22443,1205,52670,148,b'GALAXY',b'STARFORMING',0.04151601,279.3018,76.15974,61.30693,69.31832,10.41872,73.94979,49.55894,-27.45459,-6.628006
22444,1205,52670,403,b'GALAXY',b'STARFORMING',0.05878649,490.8283,119.0109,92.21685,166.7916,15.7941,108.8978,79.75568,-24.74963,-8.3308
22445,1207,52672,30,b'GALAXY',b'STARFORMING',0.09225808,350.5049,86.51348,35.25907,118.8999,11.27587,64.70143,44.34472,-31.74483,-10.54885
22446,1207,52672,373,b'GALAXY',b'STARFORMING',0.06580397,327.8506,80.1736,130.7658,62.25255,10.64071,89.69381,57.2822,-28.39436,-5.694443
22447,495,51988,626,b'GALAXY',b'STARBURST',0.02519191,689.6736,225.9094,530.3842,66.79346,10.80822,90.16039,54.12563,-101.6259,-10.06713
22448,496,51988,91,b'GALAXY',b'STARBURST',0.1144604,613.4741,176.4182,514.8163,97.81549,25.98109,69.46215,50.83635,-77.97577,-17.08418
22449,496,51988,456,b'GALAXY',b'STARFORMING',0.1070618,362.7412,83.85191,32.17434,197.2122,18.15419,77.35192,55.82352,-18.00677,-9.795959
22450,497,51989,245,b'GALAXY',b'STARFORMING',0.04745856,246.792,44.62074,23.0484,71.59139,9.702465,61.48941,43.92202,-31.67772,-9.307315
22451,499,51988,35,b'GALAXY',b'STARBURST',0.03484699,601.2673,133.3529,66.55175,200.6388,19.12096,131.0568,95.33656,-52.69789,-17.67214
22452,499,51988,174,b'GALAXY',b'STARFORMING',0.1349097,288.2387,52.91709,17.89285,116.3911,9.434749,48.72773,32.12986,-32.57241,-13.16788
22453,499,51988,555,b'GALAXY',b'STARFORMING',0.1440952,178.9527,40.80808,37.80682,62.63072,6.536438,34.14122,25.97834,-29.22795,-10.38964
22454,500,51994,30,b'GALAXY',b'AGN',0.09797166,252.0687,59.48084,155.9289,159.8769,14.98348,54.25786,40.66856,-15.70931,-9.833995
22455,500,51994,383,b'GALAXY',b'STARBURST',0.2169278,329.781,78.84977,16.01982,140.9738,10.35602,43.19275,31.90347,-57.12111,-22.81963
22456,501,52235,372,b'GALAXY',b'STARBURST',0.1029535,977.3864,208.9347,54.57228,430.7783,27.60054,129.9221,104.4045,-41.37392,-17.58367
22457,501,52235,634,b'GALAXY',b'STARFORMING',0.09387112,164.8479,43.29779,13.33489,54.03668,8.640964,33.59557,25.34562,-21.64367,-7.194994
22458,502,51957,332,b'GALAXY',b'STARBURST',0.09474118,360.8492,84.21444,35.18961,146.5665,13.04717,69.51931,46.47193,-49.71326,-20.18375
22459,502,51957,457,b'GALAXY',b'STARFORMING',0.0715635,267.2992,73.02129,25.86059,95.76846,5.798477,54.54947,37.4109,-27.12464,-9.802371
22460,502,51957,541,b'GALAXY',b'STARFORMING',0.07799862,305.1923,94.67639,221.0808,24.90208,14.46489,49.70282,30.31461,-34.82704,-2.879206
22461,504,52316,417,b'GALAXY',b'STARBURST',0.06955011,1081.551,265.9835,128.3323,487.2455,39.38306,181.6695,137.2529,-38.36356,-17.3212
22462,505,52317,299,b'GALAXY',b'STARFORMING',0.08693678,358.5052,106.5806,59.80349,108.5487,12.97639,73.92645,53.47329,-32.47429,-10.03023
22463,505,52317,349,b'GALAXY',b'STARFORMING',0.08276577,154.8787,37.75032,21.58278,41.12234,10.63335,34.82999,26.35877,-23.08612,-6.665612
22464,505,52317,454,b'GALAXY',b'STARBURST',0.06838294,963.4645,250.7031,278.5322,230.6839,24.44905,155.6806,113.4884,-85.11988,-20.36258
22465,506,52022,111,b'QSO',b'STARBURST BROADLINE',0.105503,646.8679,95.97877,198.6798,642.1995,53.75697,128.5233,120.2146,-32.79256,-29.16087
22466,506,52022,406,b'GALAXY',b'STARFORMING',0.1448858,253.8229,68.43883,36.74283,71.31532,7.96615,52.00604,32.21835,-39.31638,-10.49426
22467,506,52022,452,b'GALAXY',b'STARFORMING',0.08492077,351.1668,69.04251,32.58834,196.2661,17.26019,74.5536,60.14191,-24.41609,-13.45177
22468,507,52353,391,b'GALAXY',b'AGN',0.1890884,256.7247,58.19307,152.4402,175.7889,13.1374,47.27961,33.55051,-28.17249,-18.28243
22469,508,52366,367,b'GALAXY',b'STARBURST',0.08178634,396.2628,91.42639,61.39752,123.9371,16.97277,77.45783,50.88914,-45.24023,-14.03351
22470,509,52374,142,b'GALAXY',b'STARBURST',0.1836888,578.165,172.4589,394.1794,73.76066,20.5074,84.07081,56.05594,-134.1048,-4.069542
22471,509,52374,436,b'GALAXY',b'STARBURST',0.08614741,819.4493,202.3049,97.19419,271.4212,19.7511,152.4868,109.5057,-60.58974,-20.32494
22472,509,52374,620,b'GALAXY',b'STARBURST',0.02939411,927.853,287.2054,868.809,76.35628,24.85305,140.2454,94.47605,-191.3135,-16.00334
22473,510,52381,293,b'GALAXY',b'STARFORMING',0.07515396,239.388,37.15594,17.12137,91.36889,11.82516,52.5468,39.10179,-21.75148,-8.272462
22474,511,52636,302,b'GALAXY',b'STARBURST',0.075666,1385.283,365.7534,337.2345,333.0014,24.14194,207.1501,154.4309,-119.5267,-28.75313
22475,513,51989,214,b'GALAXY',b'',0.1349318,60.026,16.66207,48.3138,68.35194,11.18714,18.40141,15.69976,-5.31781,-6.460356
22476,513,51989,497,b'GALAXY',b'STARFORMING',0.1414797,243.3068,49.4622,13.553,84.72872,9.578803,41.45415,26.91095,-22.35002,-7.968443
22477,514,51994,121,b'GALAXY',b'STARFORMING',0.09770793,386.1809,79.47999,144.6667,266.9351,13.67655,85.7262,62.16137,-32.8748,-22.62497
22478,514,51994,341,b'GALAXY',b'STARFORMING',0.02683144,959.6478,200.4931,88.78854,617.6656,51.22672,213.3964,169.4376,-11.14813,-7.064643
22479,514,51994,474,b'GALAXY',b'STARFORMING',0.1060738,385.7729,74.30086,26.1592,141.1034,13.35248,59.55283,43.95853,-28.3997,-10.51934
22480,515,52051,244,b'GALAXY',b'STARFORMING',0.09439137,198.1875,40.92293,23.51375,78.83698,9.713099,45.81451,36.90763,-23.13571,-8.839583
22481,516,52017,96,b'GALAXY',b'STARBURST',0.08419074,1425.721,403.4081,364.0407,488.1856,33.27056,224.1345,171.978,-84.76527,-29.0198
22482,516,52017,631,b'GALAXY',b'STARFORMING',0.08901054,308.2032,76.62826,35.98241,106.2411,15.03367,58.45945,36.40934,-26.64235,-8.840385
22483,517,52024,7,b'GALAXY',b'STARFORMING',0.07906687,535.6318,94.10202,30.16349,185.6542,14.64198,87.24113,55.60918,-32.95154,-11.42434
22484,517,52024,582,b'GALAXY',b'STARBURST',0.08327592,221.392,54.94595,16.48349,66.58942,5.921883,41.71251,30.81993,-36.95989,-11.12929
22485,517,52024,631,b'GALAXY',b'STARBURST',0.07308897,1007.083,159.6169,230.792,482.7973,105.8903,279.5669,205.3497,-66.17356,-30.1267
22486,518,52282,352,b'GALAXY',b'STARBURST',0.07578073,683.3098,185.9401,185.4192,151.2456,27.63504,134.0025,95.55938,-56.53475,-12.60457
22487,519,52283,415,b'GALAXY',b'AGN',0.02308409,1627.747,364.6638,1097.839,3161.461,475.5023,1451.553,1284.404,-10.48517,-18.95058
